subid,stress_cond,env,trial_start_time,reaction_time,trial_time,reward,state
48238,post,long,0,512,7335.75483724599,7.03486199857096,0
48238,post,long,7335.75483724599,480,6628.16002705222,6.27504326527665,0
48238,post,long,13963.9148642982,440,6565.12955355538,5.94071890352149,0
48238,post,long,20529.0444178536,506,6649.56444138261,5.40322587069019,0
48238,post,long,27178.6088592362,428,6007.49719418127,4.96973447903375,0
48238,post,long,33186.1060534175,1,24774.0345357633,NaN,1
48238,post,long,57960.1405891808,531,6795.83360163451,7.10497600117506,0
48238,post,long,64755.9741908153,846,6766.16876311346,6.99252205805158,0
48238,post,long,71522.1429539288,564,6711.38370203698,6.61262829098771,0
48238,post,long,78233.5266559658,748,6410.15712187982,6.39434006541639,0
48238,post,long,84643.6837778456,623,6315.4447019715,6.05463745742807,0
48238,post,long,90959.1284798171,814,6463.54134774811,5.45416814628322,0
48238,post,long,97422.6698275652,1237,6834.02473070782,5.06477347777905,0
48238,post,long,104256.694558273,730,6808.88278058956,4.53526380323009,0
48238,post,long,111065.577338863,880,6580.01372391846,4.20247776255214,0
48238,post,long,117645.591062781,855,7031.90356754749,3.88639099213357,0
48238,post,long,124677.494630329,514,25639.4338666341,NaN,1
48238,post,long,150316.928496963,564,6327.09225562395,6.35385882933962,0
48238,post,long,156644.020752587,529,6133.48150214186,5.72309737290076,0
48238,post,long,162777.502254728,213,5859.66918008489,5.03859638446942,0
48238,post,long,168637.171434813,448,6066.54204263579,4.37434586891053,0
48238,post,long,174703.713477449,48,6128.74805390128,3.6758028681928,0
48238,post,long,180832.46153135,349,6014.10000288344,3.34399503695852,0
48238,post,long,186846.561534234,540,6613.72146924259,3.02276380937862,0
48238,post,long,193460.283003476,529,6152.53262393342,2.86266593710385,0
48238,post,long,199612.81562741,264,25032.1512617593,NaN,1
48238,post,long,224644.966889169,2,6567.54052289217,7.26951898577947,0
48238,post,long,231212.507412061,1,6459.92430117255,6.96146157355813,0
48238,post,long,237672.431713234,2,5629.93062586794,6.282391560418,0
48238,post,long,243302.362339102,2,6046.85884629909,6.13696493114305,0
48238,post,long,249349.221185401,1,5614.45862617801,5.89160330840022,0
48238,post,long,254963.679811579,419,6032.09437504847,5.52315437085542,0
48238,post,long,260995.774186627,2,5664.21039865419,5.25675737621069,0
48238,post,long,266659.984585282,1,5600.96146438993,4.65432584102264,0
48238,post,long,272260.946049672,1,5627.32884902833,4.12691993538492,0
48238,post,long,277888.2748987,149,5728.94233781518,4.05633392670112,0
48238,post,long,283617.217236515,1,5697.33307997556,3.62057244442994,0
48238,post,long,289314.550316491,2,6045.98065772915,2.90688949114668,0
48238,post,long,295360.53097422,1,5579.56416090019,2.19241119183577,0
48238,post,separator,300940.09513512,NaN,31204.3662919386,NaN,1
48238,post,short,332144.461427059,1,6918.22970141948,1.57822323766661,0
48238,post,short,339062.691128478,814,6974.73400525452,0.922004058006595,0
48238,post,short,346037.425133733,2,10544.0376210772,NaN,1
48238,post,short,356581.46275481,1,6486.02028880303,7.4893007680988,0
48238,post,short,363067.483043613,158,5846.4789694972,7.18992380673463,0
48238,post,short,368913.96201311,1,5744.99940150417,6.73125635693612,0
48238,post,short,374658.961414614,1,9845.29264458799,NaN,1
48238,post,short,384504.254059202,2,5743.83914967073,6.44279649922895,0
48238,post,short,390248.093208873,1,5686.78770630684,5.74487302737236,0
48238,post,short,395934.88091518,662,12706.0102783234,NaN,1
48238,post,short,408640.891193503,1,6284.95500616741,6.84508656248384,0
48238,post,short,414925.846199671,2,5711.0475173904,6.68109275391586,0
48238,post,short,420636.893717061,1,5699.2992268533,6.03656118215599,0
48238,post,short,426336.192943914,1,5691.78504567029,5.74225305232264,0
48238,post,short,432027.977989585,31,5702.2545703912,5.47760681825531,0
48238,post,short,437730.232559976,1,6091.77366832778,5.00198190517407,0
48238,post,short,443822.006228304,1,9795.509268386,NaN,1
48238,post,short,453617.51549669,1,5662.94782975275,7.25424875455131,0
48238,post,short,459280.463326442,1,6180.87800684769,6.83578836572167,0
48238,post,short,465461.34133329,1,5703.29117264372,6.22762205353908,0
48238,post,short,471164.632505934,1,5727.36215145595,5.39449393803165,0
48238,post,short,476891.99465739,1,5666.75726401812,4.60061623355517,0
48238,post,short,482558.751921408,1,5709.8094413759,3.94375078267234,0
48238,post,short,488268.561362784,136,9950.36239598994,NaN,1
48238,post,short,498218.923758774,1,6274.18248071079,7.19602503196698,0
48238,post,short,504493.106239484,482,7303.57276185352,7.16580983350512,0
48238,post,short,511796.679001338,2,5746.40695250308,6.57908787980587,0
48238,post,short,517543.085953841,1,5775.9137723915,6.38374385896102,0
48238,post,short,523318.999726232,1,5685.24267909559,6.21876853455554,0
48238,post,short,529004.242405328,3753,9490.84854822292,5.60593084107761,0
48238,post,short,538495.090953551,1,5734.68829046399,4.95481754945354,0
48238,post,short,544229.779244015,1,5673.88706487138,4.82175435260487,0
48238,post,short,549903.666308886,1,5820.2597273303,4.41652668963494,0
48238,post,short,555723.926036217,1,5815.7376290164,4.097374903434,0
48238,post,short,561539.663665233,1,5726.3184383664,4.32936948563895,0
48238,post,short,567265.982103599,1,5677.03163572517,3.85944739088355,0
48238,post,short,572943.013739325,1,5719.43238125823,3.30533176815913,0
48238,post,short,578662.446120583,722,6411.34542202239,2.84529798783036,0
48238,post,short,585073.791542605,1,10275.9704615765,NaN,1
48238,post,short,595349.762004182,2,7412.19990779599,6.94630078135154,0
48238,post,short,602761.961911978,1414,8518.89211554232,6.69848568382211,0
48238,post,short,611280.85402752,1,5744.14294049714,6.04148137208291,0
48238,post,short,617024.996968017,3,5711.10598428454,5.50155860889559,0
48238,post,short,622736.102952302,1,5647.02982246131,5.09624573975171,0
48238,post,short,628383.132774763,1,5731.89965658635,4.29243737198607,0
48238,post,bad,634115.032431349,NaN,NaN,NaN,1
