subid,stress_cond,env,trial_start_time,reaction_time,trial_time,reward,state
31730,post,long,0,640,10548.8890363704,6.74263238437793,0
31730,post,long,10548.8890363704,565,6709.2200934967,6.14472735055045,0
31730,post,long,17258.1091298671,630,6286.9918930428,5.59747409912068,0
31730,post,long,23545.1010229099,630,6228.35372911322,5.25923297911935,0
31730,post,long,29773.4547520231,649,6691.26761965526,4.83059342078534,0
31730,post,long,36464.7223716784,434,6434.80026514953,4.34605470769649,0
31730,post,long,42899.5226368279,579,28148.558548095,NaN,1
31730,post,long,71048.0811849229,497,6578.29917445088,6.93432820090399,0
31730,post,long,77626.3803593738,406,6214.30185438476,6.41313681005786,0
31730,post,long,83840.6822137586,564,6484.9498658059,5.98930093524598,0
31730,post,long,90325.6320795645,464,6523.91556312978,5.31272322566775,0
31730,post,long,96849.5476426942,436,6065.85944727885,4.57099824837887,0
31730,post,long,102915.407089973,606,6729.62495941101,3.83299564683217,0
31730,post,long,109645.032049384,446,25834.9841945546,NaN,1
31730,post,long,135480.016243939,514,6104.45815487401,7.14411208707396,0
31730,post,long,141584.474398813,565,6539.95013048188,6.12626780320633,0
31730,post,long,148124.424529295,417,6097.24437723527,5.35444022324242,0
31730,post,long,154221.66890653,598,6552.01338702679,5.25036228829093,0
31730,post,long,160773.682293557,573,6780.33511811192,4.35488769492091,0
31730,post,long,167554.017411669,499,6741.42196075991,4.06899141681302,0
31730,post,long,174295.439372429,464,26002.8185917236,NaN,1
31730,post,long,200298.257964152,513,6646.92822881805,7.17885185116612,0
31730,post,long,206945.18619297,433,6450.40898220212,6.34251017633757,0
31730,post,long,213395.595175172,440,6180.65178007784,5.97991447173837,0
31730,post,long,219576.24695525,498,6231.58276467619,5.30081077953098,0
31730,post,long,225807.829719926,546,6524.53024129683,5.06106704398336,0
31730,post,long,232332.359961223,634,6718.21469965836,4.29732890427283,0
31730,post,long,239050.574660881,705,25548.4932089112,NaN,1
31730,post,long,264599.067869793,462,6380.83697360341,7.20853596861421,0
31730,post,long,270979.904843396,435,6046.25058169226,6.81740950169694,0
31730,post,long,277026.155425088,789,6396.32559929119,6.12030145511995,0
31730,post,long,283422.481024379,767,6397.32030342025,6.15239074250035,0
31730,post,long,289819.8013278,465,6129.72277066729,5.40793249720399,0
31730,post,long,295949.524098467,447,6046.61954660696,5.05850215282415,0
31730,post,separator,301996.143645074,NaN,31152.7712267416,NaN,1
31730,post,short,333148.914871816,780,8011.480576406,4.00187582872735,0
31730,post,short,341160.395448222,555,6682.08813599998,3.64855813385473,0
31730,post,short,347842.483584222,506,11430.7444163442,NaN,1
31730,post,short,359273.228000566,554,6246.07708127407,7.21016192426791,0
31730,post,short,365519.30508184,512,6798.06242064841,6.9299708479962,0
31730,post,short,372317.367502488,498,6580.67137393117,6.2442259701929,0
31730,post,short,378898.038876419,715,6425.18979571108,6.08243263426496,0
31730,post,short,385323.22867213,672,6402.48462712043,5.28305982903875,0
31730,post,short,391725.713299251,429,10736.3161025914,NaN,1
31730,post,short,402462.029401842,497,6184.21817756648,6.90803529201606,0
31730,post,short,408646.247579409,590,6297.17398157477,5.98824150652453,0
31730,post,short,414943.421560984,480,6215.08442343841,5.41405623762713,0
31730,post,short,421158.505984422,638,6347.38520806242,5.02671936667503,0
31730,post,short,427505.891192484,465,10738.7839011208,NaN,1
31730,post,short,438244.675093605,464,6134.5363011696,6.98981998174397,0
31730,post,short,444379.211394775,731,6824.89256958436,6.27758765961698,0
31730,post,short,451204.103964359,606,6318.57750198833,5.47304888560661,0
31730,post,short,457522.681466347,779,7013.74809098162,4.35101094416226,0
31730,post,short,464536.429557329,522,6275.11785940442,3.97478761863925,0
31730,post,short,470811.547416733,770,11078.7732193093,NaN,1
31730,post,short,481890.320636043,632,6396.55551104806,7.22337435201897,0
31730,post,short,488286.876147091,556,6282.79106551781,6.5121059098653,0
31730,post,short,494569.667212609,581,6310.3014688277,5.80530051356836,0
31730,post,short,500879.968681436,506,6197.13985034468,5.41000881309427,0
31730,post,short,507077.108531781,572,10410.1708694688,NaN,1
31730,post,short,517487.27940125,564,6252.08085941267,7.32750369625704,0
31730,post,short,523739.360260663,552,6848.65209294733,6.62862287543647,0
31730,post,short,530588.01235361,496,6797.1684510503,6.15985798473391,0
31730,post,short,537385.18080466,1105,7177.47251922451,5.83976528051959,0
31730,post,short,544562.653323885,530,6693.46007712733,5.50773448364687,0
31730,post,short,551256.113401012,682,6949.81326583005,4.57217419615823,0
31730,post,short,558205.926666842,640,10548.4473845754,NaN,1
31730,post,short,568754.374051417,1064,6841.45253665338,7.31623490320431,0
31730,post,short,575595.826588071,569,6910.74209352338,6.9188779165041,0
31730,post,short,582506.568681594,506,6228.61208356149,6.45131028309202,0
31730,post,short,588735.180765156,632,6421.28761644755,5.76904625818043,0
31730,post,short,595156.468381603,545,6325.56018276035,5.27192165983175,0
31730,post,short,601482.028564364,648,6349.37185105809,4.77394231814451,0
31730,post,short,607831.400415422,645,10438.7470836373,NaN,1
31730,post,short,618270.147499059,639,6351.85229078168,6.66429096832572,0
31730,post,short,624621.999789841,529,6245.30122785468,6.56049468086238,0
31730,post,short,630867.301017695,532,6193.09111221263,5.9843315346171,0
31730,post,bad,637060.392129908,NaN,NaN,NaN,1
