file,patch_number,block,patch_length,patch_position,n_trials,beta_power_avg,frontal_asymmetry,aperiodic_exponent_avg,aperiodic_offset_avg,central_freq_avg
47131_processed.fif,5,pre-stress,8,late,2,2.30837889181929e-13,0.37971535812047463,1.4200442185299935,-11.540810944437268,25.7156721480627
47131_processed.fif,5,pre-stress,8,leave,1,3.114772645459224e-13,0.06269690231181357,0.922786902916822,-12.27849331367237,22.52355953728601
47131_processed.fif,6,pre-stress,8,early,3,2.166925321770636e-13,0.17133154606467946,1.4013152080303815,-11.628848836612635,31.910874222612435
47131_processed.fif,6,pre-stress,8,mid,3,2.139781162100506e-13,0.4439727689116708,1.2446356922456425,-11.871630687731603,25.02449671649389
47131_processed.fif,6,pre-stress,8,late,2,2.3014936083806603e-13,0.3414680434366506,1.3326939788584693,-11.693968069485722,29.520889206528345
47131_processed.fif,6,pre-stress,8,leave,1,2.4153442329457043e-13,0.3860011691313865,0.8829145585053894,-12.330697419503176,20.475611128190405
47131_processed.fif,7,pre-stress,9,early,3,2.1718765650204501e-13,0.660903335039792,1.769181832639821,-11.127689573313665,30.61769712098464
47131_processed.fif,7,pre-stress,9,mid,3,2.151533534850788e-13,0.37307178017325765,1.522530106212943,-11.486671221165471,28.625526794122138
47131_processed.fif,7,pre-stress,9,late,3,2.2675121745979364e-13,0.5051906434786027,1.7205660979452502,-11.139558377818426,25.950137956747408
47131_processed.fif,7,pre-stress,9,leave,1,2.1076215000548402e-13,0.45723960880383885,1.6693341775882715,-11.250395987737198,27.32855767488357
47131_processed.fif,8,pre-stress,13,early,5,1.9457738955810871e-13,0.41375874661841794,1.3148408176998818,-11.75644169655231,25.398684366703744
47131_processed.fif,8,pre-stress,13,mid,4,1.7777420224748333e-13,0.48679493060677714,1.4482727603194743,-11.587072531075101,24.80040747185801
47131_processed.fif,8,pre-stress,13,late,4,2.0198139245016858e-13,0.37972639952397547,1.683225879639943,-11.202689992348049,27.844131540251883
47131_processed.fif,8,pre-stress,13,leave,1,1.6696567469230115e-13,0.3879800295728266,1.0685203009121491,-12.139125207400845,29.341379563443272
