file,patch_number,block,patch_position,channel,beta_power,aperiodic_offset,aperiodic_exponent,central_freq
31730_processed.fif,3,pre-stress,early,T5,1.2541469270817685e-13,-11.972331623857723,1.3964054408142264,12.495159954984842
31730_processed.fif,3,pre-stress,early,O2,1.6453275446322938e-13,-11.67341330264343,1.5868139728639035,16.881931056963058
31730_processed.fif,3,pre-stress,early,F8,1.580023984671937e-13,-11.965860915875831,1.2440810265706204,14.53390202621139
31730_processed.fif,3,pre-stress,early,T6,1.0662679275480976e-13,-11.681110533653776,1.4948574920853352,13.888393990214578
31730_processed.fif,3,pre-stress,early,FZ,2.025734932963778e-13,-12.049514817391028,1.1573167869709595,23.276326126141846
31730_processed.fif,3,pre-stress,early,FP2,2.0115639317606829e-13,-11.612010844272843,1.2541212453144923,22.07106882010599
31730_processed.fif,3,pre-stress,early,F7,1.655434229716816e-13,-11.36998617571936,1.4846840531379395,17.17927443391595
31730_processed.fif,3,pre-stress,early,FP1,2.121934113316309e-13,-10.820204040563222,1.8483967841363227,29.2681429304728
31730_processed.fif,3,pre-stress,early,CZ,6.033744467554839e-14,-11.638583687839864,1.7686537581297355,19.645583278995925
31730_processed.fif,3,pre-stress,early,F3,9.608743972417742e-13,-10.841553000690245,1.5778664999462988,30.59338901124803
31730_processed.fif,3,pre-stress,early,F4,2.008654635352823e-13,-11.097834860924806,1.7263586678127298,36.417464818831505
31730_processed.fif,3,pre-stress,early,FCz,5.967019309448127e-14,-12.090957796987277,1.4302642139411055,15.27940135029301
31730_processed.fif,3,pre-stress,mid,T4,1.622538420022846e-13,-12.471519105012712,0.8744409762037758,17.285424521666418
31730_processed.fif,3,pre-stress,mid,A2,5.210481639250307e-14,-12.5727402479243,1.1988307287157205,14.374333275815152
31730_processed.fif,3,pre-stress,mid,C3,8.029088934868776e-14,-12.300992725362391,1.1642361838457151,14.467744380967224
31730_processed.fif,3,pre-stress,mid,C4,9.230110523644628e-14,-12.457534573764661,1.185055042162661,13.285670580163702
31730_processed.fif,3,pre-stress,mid,A1,4.894978848290834e-14,-12.559959560501232,1.1359447114368102,23.20060893778778
31730_processed.fif,3,pre-stress,mid,T3,1.5047788704606028e-13,-12.689356800415178,0.7556137386671796,15.280304786227106
31730_processed.fif,3,pre-stress,mid,O1,1.804039221974984e-13,-11.802609128067774,1.4473148159863776,15.834001287095456
31730_processed.fif,3,pre-stress,mid,T5,1.5978718112309427e-13,-12.290485041386987,1.1164925355617574,15.230881545533279
31730_processed.fif,3,pre-stress,mid,O2,1.8050246238648549e-13,-12.042076377151462,1.2941358639376592,21.275751860764643
31730_processed.fif,3,pre-stress,mid,F8,1.819047039033672e-13,-12.558367751148845,0.8124188504106638,17.52269295362488
31730_processed.fif,3,pre-stress,mid,T6,9.630895847838381e-14,-12.043880193665649,1.235091743523929,29.007291960167937
31730_processed.fif,3,pre-stress,mid,FZ,2.5425358223983474e-13,-12.049976567851951,1.1941069832887055,26.85818170756612
31730_processed.fif,3,pre-stress,mid,FP2,2.322024078464011e-13,-12.500856701645276,0.7080291917030023,29.1245451962819
31730_processed.fif,3,pre-stress,mid,F7,1.6841162780579148e-13,-12.142928566787681,0.9744070613245072,22.42543487064808
31730_processed.fif,3,pre-stress,mid,FP1,2.5488173626936655e-13,-12.378500354023368,0.6086245350672047,23.596322086338944
31730_processed.fif,3,pre-stress,mid,CZ,6.420951363129992e-14,-12.207286518288498,1.4287555255093214,26.965798823004516
31730_processed.fif,3,pre-stress,mid,F3,1.7595717254490134e-12,-10.824747385829221,1.4173046341051865,27.825511921487372
31730_processed.fif,3,pre-stress,mid,F4,2.824725555739911e-13,-11.362741851796622,1.5646225305147536,11.146255184960042
31730_processed.fif,3,pre-stress,mid,FCz,7.637455180833941e-14,-12.852915739269848,0.773093572449313,30.520081083890446
31730_processed.fif,3,pre-stress,late,T4,1.3376288058722148e-13,-10.838944964675838,1.975743554086136,42.27020541383832
31730_processed.fif,3,pre-stress,late,A2,4.715866632346836e-14,-12.120308533163332,1.4968758679295042,31.258942948749706
31730_processed.fif,3,pre-stress,late,C3,7.871137230741424e-14,-11.772901531630117,1.561659325142798,26.636863165154935
31730_processed.fif,3,pre-stress,late,C4,7.729186865130341e-14,-11.334718142475445,1.9011336778673587,20.21495651944558
31730_processed.fif,3,pre-stress,late,A1,3.4678554019647936e-14,-11.870008433569401,1.8091039549095065,15.112168374835
31730_processed.fif,3,pre-stress,late,T3,1.1793840112671068e-13,-11.110159725706039,1.7540900018569296,30.609144588106535
31730_processed.fif,3,pre-stress,late,O1,1.9185741315685375e-13,-10.861960849459692,1.9974822229086973,16.14492044076552
31730_processed.fif,3,pre-stress,late,T5,1.0983328311698533e-13,-11.02351087017982,1.9285759803452247,15.199015545647084
31730_processed.fif,3,pre-stress,late,O2,1.8999476067908353e-13,-10.851251336885229,2.01008231525369,27.79281609966148
31730_processed.fif,3,pre-stress,late,F8,1.9890914539316096e-13,-10.68002113666733,2.1647651633880867,29.01417465732902
31730_processed.fif,3,pre-stress,late,T6,8.680300596160434e-14,-11.464580525694844,1.6104436053944653,16.99909934920446
31730_processed.fif,3,pre-stress,late,FZ,3.002577181983705e-13,-11.330334277300466,1.6140329116346086,22.67362266782644
31730_processed.fif,3,pre-stress,late,FP2,2.651278997770854e-13,-10.548859556686672,1.983084212691517,44.53105646244607
31730_processed.fif,3,pre-stress,late,F7,1.5003516939655815e-13,-11.450524383083254,1.4172482583457136,30.849904940894557
31730_processed.fif,3,pre-stress,late,FP1,3.15822659245558e-13,-9.976156473738763,2.2008810397790586,39.478016684317986
31730_processed.fif,3,pre-stress,late,CZ,6.616206960511529e-14,-11.546650978438535,1.7657114573876294,24.06340592621419
31730_processed.fif,3,pre-stress,late,F3,1.8633482672638215e-12,-11.072490240253565,1.2007841814274596,23.408551538799816
31730_processed.fif,3,pre-stress,late,F4,2.287590226521284e-13,-11.639321382764757,1.311779010434787,12.378456483706126
31730_processed.fif,3,pre-stress,late,FCz,9.88184730328279e-14,-11.927234708757405,1.431447469236877,37.81058222665417
31730_processed.fif,3,pre-stress,leave,T4,1.3867358473871034e-13,-11.54459766638234,1.5974496866726848,19.15291593465066
31730_processed.fif,3,pre-stress,leave,A2,4.0843878522910766e-14,-11.868524343270638,1.6054071352019403,14.561646058971016
31730_processed.fif,3,pre-stress,leave,C3,7.076819514904503e-14,-12.710665149510568,0.8506734542531226,21.156437840247
31730_processed.fif,3,pre-stress,leave,C4,6.939032391174305e-14,-12.723955020950102,0.746421837068141,10.175422145201278
31730_processed.fif,3,pre-stress,leave,A1,3.002875185208509e-14,-12.110439857975589,1.4642452589094967,10.53266363636788
31730_processed.fif,3,pre-stress,leave,T3,9.634056283980641e-14,-13.15097118353503,0.2901684710870728,10.67271668749211
31730_processed.fif,3,pre-stress,leave,O1,1.1162155786870982e-13,-11.917400339060805,1.4420807207470077,28.912185435109617
31730_processed.fif,3,pre-stress,leave,T5,7.940933067497686e-14,-12.29710396735289,1.2335432455523012,10.345508042236933
31730_processed.fif,3,pre-stress,leave,O2,1.3645391739097924e-13,-11.946810850841088,1.4791261240037783,16.50053496948514
31730_processed.fif,3,pre-stress,leave,F8,1.1901424521809346e-13,-11.256057036275891,1.8380585381290837,13.838919448139519
31730_processed.fif,3,pre-stress,leave,T6,1.2498011825200285e-13,-10.470377726665486,2.14456709179384,39.795245785660725
31730_processed.fif,3,pre-stress,leave,FZ,2.7720777135362854e-13,-11.476693951679657,1.482987379838658,15.885592447517965
31730_processed.fif,3,pre-stress,leave,FP2,3.96486126529753e-13,-12.93612743357291,0.199217088680964,46.35550185623962
31730_processed.fif,3,pre-stress,leave,F7,1.2142768115928977e-13,-11.313687186321678,1.5968543070668404,10.324264723421948
31730_processed.fif,3,pre-stress,leave,FP1,2.057234560082211e-13,-12.117760565762625,0.8711439442918489,43.1354182859156
31730_processed.fif,3,pre-stress,leave,CZ,5.1693829983001736e-14,-12.087404314379356,1.397014376570372,10.80822078273193
31730_processed.fif,3,pre-stress,leave,F3,1.679777610132857e-12,-11.938400549321688,0.7816104203868544,1.3315579227696481
31730_processed.fif,3,pre-stress,leave,F4,2.186299899442565e-13,-11.357637027276565,1.5854481846549298,24.255358247055682
31730_processed.fif,3,pre-stress,leave,FCz,7.001969139025272e-14,-13.245481096365012,0.37325217598821103,10.71800989389101
31730_processed.fif,4,pre-stress,early,T4,1.5028700802938838e-13,-11.440560935131002,1.5569644686205182,24.822188193239942
