subid,stress_cond,env,trial_time,reaction_time,reward
43000,post,long,0,2,6.97911180609079
43000,post,long,8319.78283919216,598,6.42781126766085
43000,post,long,15080.9861436137,546,5.86872970784773
43000,post,long,21461.519651607,614,5.67908229524934
43000,post,long,27799.1874839022,445,5.43808831200691
43000,post,long,33903.4469518006,580,4.56978290845586
43000,post,long,40082.9585730562,590,3.80751152195136
43000,post,long,46283.2844011759,781,3.49739713933442
43000,post,long,52633.8316881279,1063,NaN
43000,post,long,78500.2931188956,463,6.9070375535194
43000,post,long,84562.0029422498,461,6.2528100907344
43000,post,long,90692.8145576589,523,5.63962934658734
43000,post,long,96921.7009112758,1500,5.00600225829484
43000,post,long,104151.157306087,504,4.05504679317223
43000,post,long,110404.223203323,1076,3.57504009929993
43000,post,long,117114.568799192,612,2.98183826715409
43000,post,long,123360.096958358,455,2.5914694623999
43000,post,long,129411.248180846,530,2.43095209467851
43000,post,long,135587.537074405,449,2.32785552537361
43000,post,long,141701.53306713,512,1.928541570407
43000,post,long,147780.713882774,499,1.8018523365771
43000,post,long,153894.729627446,463,1.69754787927555
43000,post,long,159973.501972824,457,0.713216471151962
43000,post,long,166572.250647469,179,NaN
43000,post,long,192393.828543617,454,7.22401381579421
43000,post,long,198960.516647731,547,6.58558953711004
43000,post,long,205168.629088455,756,5.88048046811821
43000,post,long,211565.259643296,513,5.52190252553463
43000,post,long,217730.249633008,432,4.5193513159547
43000,post,long,223791.560467031,564,3.642590140076
43000,post,long,230023.025634867,582,3.2254628982231
43000,post,long,236458.85392882,453,3.1029893984416
43000,post,long,242834.230598452,466,2.60005481748757
43000,post,long,249146.856517115,483,2.23760918881298
43000,post,long,255643.527128904,676,1.7163316828403
43000,post,long,262239.404660511,587,1.13357840146884
43000,post,long,268509.334375182,771,NaN
43000,post,long,294158.491994141,638,6.54754265507877
43000,post,long,300542.787062949,582,5.95766455609629
43000,post,separator,306723.218334863,NaN,NaN
43000,post,short,337853.879440435,527,5.1511478645206
43000,post,short,345520.030054563,998,4.60344606059384
43000,post,short,352230.25674371,556,4.35350230621243
43000,post,short,358492.335849468,523,3.79835293069179
43000,post,short,364654.726482936,656,3.25391703344694
43000,post,short,370960.436849864,457,2.35442855026805
43000,post,short,377097.977558627,582,NaN
43000,post,short,388018.086462963,630,7.05666209321818
43000,post,short,394490.444798048,496,6.8714624317398
43000,post,short,400673.850318164,597,6.36094007318186
43000,post,short,407005.894376067,481,6.05701702691153
43000,post,short,413297.409018581,484,5.24896382499912
43000,post,short,419630.360875975,465,4.29442132436191
43000,post,short,425832.126226003,621,3.75197364432749
43000,post,short,432410.083211003,749,3.11145159188945
43000,post,short,438853.861663682,581,2.46022278262262
43000,post,short,445148.61878584,480,NaN
43000,post,short,455462.18015672,581,7.2074482599049
43000,post,short,461741.577769737,495,6.82538245002085
43000,post,short,467903.108403426,481,6.1626369846052
43000,post,short,474101.256776893,428,5.60841684299999
43000,post,short,480562.954986102,565,4.99371575878123
43000,post,short,486817.293698813,567,4.17820757673468
43000,post,short,493463.825493917,667,3.61165022982361
43000,post,short,499845.339883605,496,2.93033699917286
43000,post,short,506208.284282664,494,1.79274144165719
43000,post,short,512934.378501032,562,1.11382119818681
43000,post,short,519545.232749044,528,NaN
43000,post,short,530029.058274565,420,7.04595860467395
43000,post,short,536643.047946666,427,6.44826123970439
43000,post,short,542783.208553699,462,6.32199893119338
43000,post,short,549451.375051553,832,5.85834827471466
43000,post,short,556280.043501688,547,5.73415227800443
43000,post,short,562906.648742433,448,5.4371868013492
43000,post,short,569120.102504705,513,4.96088234918751
43000,post,short,575334.481448181,454,4.16649091978014
43000,post,short,581499.113137573,384,NaN
43000,post,short,592026.303668015,505,6.71334083381516
43000,post,short,598220.786080092,481,6.60904941561269
43000,post,short,604368.209873129,946,5.70804131190249
43000,post,short,611548.643910317,548,4.78586289934671
43000,post,short,617761.340777974,504,4.19631827135385
43000,post,short,623959.064879616,606,3.93268511330458
43000,post,short,630294.457287599,416,NaN
43000,post,bad,640471.550085407,NaN,NaN
43000,post,bad,661606.107855112,NaN,NaN
