subid,stress_cond,env,trial_time,reaction_time,reward
47131,pre,long,0,883,7.12190256443816
47131,pre,long,9089.61897064364,686,6.20365270762285
47131,pre,long,15901.1438702455,1997,5.42118679237675
47131,pre,long,23480.5459890667,996,4.86628062845985
47131,pre,long,30064.2192520681,544,4.25185493475696
47131,pre,long,36155.6806770623,756,3.50091221207823
47131,pre,long,42469.9032869485,1,NaN
47131,pre,long,52167.6657162079,462,7.32600851852679
47131,pre,long,58962.5563817117,680,7.00605169582239
47131,pre,long,65232.5379650683,681,6.64463559082244
47131,pre,long,71590.0539068025,599,6.2240809490636
47131,pre,long,77786.390646148,514,6.09817042247312
47131,pre,long,83899.43612364,548,5.43160783579506
47131,pre,long,90017.4029768441,634,5.3785632146083
47131,pre,long,96265.6183954696,566,5.67730770395263
47131,pre,long,102409.219619452,632,4.8969246434109
47131,pre,long,108643.28203378,512,4.23561237793406
47131,pre,long,114766.62495072,1,NaN
47131,pre,long,124778.054962342,631,7.39966775235655
47131,pre,long,130992.434639091,519,6.83210717449076
47131,pre,long,137155.263517587,723,6.56625731995477
47131,pre,long,143502.984112387,496,6.21312322723812
47131,pre,long,150285.9600554,682,5.65983658946539
47131,pre,long,156579.460189318,723,5.09259090808343
47131,pre,long,162942.62042517,673,4.62481720270976
47131,pre,long,169191.307518431,530,4.16486647218042
47131,pre,long,175372.062798304,565,3.84151681913465
47131,pre,long,181549.185314407,1,NaN
47131,pre,long,197881.904364611,568,6.54063022839474
47131,pre,long,204038.872468502,581,5.84000518946462
47131,pre,long,210202.796785661,514,5.41672097748489
47131,pre,long,216333.272892614,489,4.85905679565721
47131,pre,long,222484.550483012,654,4.11160012934496
47131,pre,long,228717.13822279,514,3.60271905606488
47131,pre,long,234806.471976444,1,NaN
47131,pre,long,245151.77099209,648,7.03559027288457
47131,pre,long,251400.6646899,604,6.45780613205558
47131,pre,long,257649.28976229,882,6.33872078400507
47131,pre,long,264175.218830958,555,5.69871537470199
47131,pre,long,270340.338926273,501,5.17865525581937
47131,pre,long,276452.44223961,515,4.47757379970623
47131,pre,long,282583.277435544,532,4.0302782043694
47131,pre,long,288702.348023195,494,3.92340821614135
47131,pre,long,294810.504123006,1,NaN
47131,pre,separator,304528.846024699,NaN,NaN
47131,pre,short,335696.431153281,578,6.26414540270817
47131,pre,short,343506.855478734,745,5.74529745923677
47131,pre,short,349865.116856008,498,5.16105891939607
47131,pre,short,355978.768715884,582,4.50241806996271
47131,pre,short,362209.156492479,531,4.30835796706585
47131,pre,short,368328.170194745,485,3.94190674731929
47131,pre,short,374470.275017125,557,3.49348081568332
47131,pre,short,380667.596584666,572,2.88095523806011
47131,pre,short,386913.071628969,1,NaN
47131,pre,short,411718.270004891,422,6.77724307187532
47131,pre,short,418266.548708505,464,5.68115628090077
47131,pre,short,424418.301528874,464,5.20362762614675
47131,pre,short,430615.426367798,484,5.0263769131251
47131,pre,short,436777.97516479,456,4.21723870986159
47131,pre,short,442901.52350117,931,3.67055722836813
47131,pre,short,449448.821722,517,2.93422456000208
47131,pre,short,455664.77522768,486,2.37854092645433
47131,pre,short,461759.126746165,514,2.11471092962705
47131,pre,short,467955.624660763,1,NaN
47131,pre,short,492828.854004454,446,7.04475647140652
47131,pre,short,498979.95540818,480,6.89133868142048
47131,pre,short,505154.296861112,429,6.10603374847636
47131,pre,short,511283.549537293,555,5.35067352757318
47131,pre,short,517481.614565188,512,4.78605180676562
47131,pre,short,523678.175685765,573,4.41206683222129
47131,pre,short,529909.329834883,533,3.99188326324232
47131,pre,short,536122.217060401,363,3.6770604812581
47131,pre,short,542169.887011409,632,3.40954301926171
47131,pre,short,548482.747927437,466,2.80411481193524
47131,pre,short,554979.728261685,498,2.73503874903788
47131,pre,short,561178.744934634,466,2.44208554550418
47131,pre,short,567444.9159874,545,1.91253810777001
47131,pre,short,573625.660601263,1,NaN
47131,pre,short,598508.309611339,602,7.23279181307643
47131,pre,short,604789.737797888,633,6.80977533893588
47131,pre,short,611101.768740376,630,6.36315593133694
47131,pre,short,617486.584135457,447,5.90161111576798
47131,pre,short,623631.99186539,464,5.2038734455155
47131,pre,short,629724.094436056,797,4.7629543483498
47131,pre,bad,636173.356624739,NaN,NaN
